AGE (yrs),dD,est. d18O
126598,-429.3,-54.6878980892
126650,-427.3,-54.4331210191
126700,-423.8,-53.9872611465
126749,-422.3,-53.7961783439
126799,-426.3,-54.3057324841
126851,-430.2,-54.8025477707
126904,-428.2,-54.5477707006
126955,-426.1,-54.2802547771
127006,-426.1,-54.2802547771
127057,-426.1,-54.2802547771
127108,-426.1,-54.2802547771
127159,-425.5,-54.2038216561
127210,-424.9,-54.127388535
127260,-424.2,-54.0382165605
127310,-423.5,-53.949044586
127360,-423.4,-53.9363057325
127410,-423.2,-53.9108280255
127460,-423.7,-53.974522293
127510,-424.1,-54.025477707
127560,-423.3,-53.923566879
127610,-422.5,-53.821656051
127660,-423.3,-53.923566879
127710,-424.1,-54.025477707
127760,-422.7,-53.847133758
127810,-421.7,-53.7197452229
127860,-422.1,-53.7707006369
127910,-424,-54.0127388535
127961,-424.5,-54.076433121
128012,-423.2,-53.9108280255
128062,-421.7,-53.7197452229
128112,-420.2,-53.5286624204
128161,-420.2,-53.5286624204
128210,-420.2,-53.5286624204
128259,-421.2,-53.6560509554
128309,-419.4,-53.4267515924
128357,-416.6,-53.0700636943
128405,-416.9,-53.1082802548
128453,-417.2,-53.1464968153
128501,-417.2,-53.1464968153
128549,-419.1,-53.3885350318
128599,-421,-53.6305732484
128650,-422.4,-53.8089171975
128702,-423.7,-53.974522293
128753,-421.8,-53.7324840764
128804,-419.9,-53.4904458599
128854,-421.2,-53.6560509554
128906,-422.5,-53.821656051
128958,-423.9,-54
129011,-425.3,-54.178343949
129065,-425.3,-54.178343949
129119,-425.3,-54.178343949
129172,-422.5,-53.821656051
129224,-419.8,-53.4777070064
129274,-418,-53.2484076433
129324,-416.3,-53.0318471338
129374,-419.6,-53.4522292994
129428,-428.7,-54.6114649682
129486,-434.5,-55.3503184713
129545,-429.1,-54.6624203822
129600,-423.8,-53.9872611465
129653,-421.5,-53.6942675159
129705,-419.1,-53.3885350318
129757,-420.2,-53.5286624204
129809,-421.4,-53.6815286624
129863,-422.1,-53.7707006369
129916,-423.7,-53.974522293
129971,-424.6,-54.0891719745
130026,-422.5,-53.821656051
130079,-420.3,-53.5414012739
130131,-420.3,-53.5414012739
130185,-423.5,-53.949044586
130241,-426.7,-54.3566878981
130297,-425.4,-54.1910828025
130353,-425.5,-54.2038216561
130410,-426.9,-54.3821656051
130467,-427,-54.3949044586
130525,-427.2,-54.4203821656
130582,-428,-54.5222929936
130641,-428.9,-54.6369426752
130699,-429.5,-54.7133757962
130759,-431.1,-54.9171974522
130819,-432.2,-55.0573248408
130880,-432.9,-55.1464968153
130942,-433.5,-55.2229299363
131004,-433.6,-55.2356687898
131066,-433.7,-55.2484076433
131128,-435,-55.4140127389
131190,-432.7,-55.1210191083
131250,-429.2,-54.6751592357
131311,-433.1,-55.1719745223
131374,-437,-55.6687898089
131439,-439.4,-55.974522293
131506,-441.8,-56.2802547771
131574,-440.5,-56.1146496815
131641,-439.2,-55.949044586
131707,-439,-55.923566879
131773,-438.8,-55.898089172
131840,-441.3,-56.2165605096
131908,-443.8,-56.5350318471
131978,-443.5,-56.4968152866
132048,-445,-56.6878980892
132120,-446.8,-56.9171974522
132192,-446.8,-56.9171974522
132264,-445.7,-56.7770700637
132335,-444.6,-56.6369426752
132406,-444.7,-56.6496815287
132477,-445.2,-56.7133757962
132548,-445.5,-56.7515923567
132619,-445.5,-56.7515923567
132691,-445.5,-56.7515923567
132763,-446.6,-56.8917197452
132836,-449,-57.1974522293
132911,-450.2,-57.3503184713
132987,-451.7,-57.5414012739
133065,-453.1,-57.7197452229
133142,-452.2,-57.6050955414
133219,-451.3,-57.4904458599
133296,-452.5,-57.6433121019
133374,-453.7,-57.7961783439
133452,-451.6,-57.5286624204
133528,-449.5,-57.2611464968
133603,-449.5,-57.2611464968
133679,-453,-57.7070063694
133759,-456.6,-58.1656050955
133841,-456.9,-58.2038216561
133923,-457,-58.2165605096
134005,-459.5,-58.5350318471
134091,-461.9,-58.8407643312
134178,-462.6,-58.9299363057
134266,-464.7,-59.1974522293
134356,-465.8,-59.3375796178
134447,-466.8,-59.4649681529
134538,-464.8,-59.2101910828
134628,-464.7,-59.1974522293
134719,-468.6,-59.6942675159
134815,-472.1,-60.1401273885
134912,-471.7,-60.0891719745
135009,-471.6,-60.076433121
135107,-473.4,-60.3057324841
135207,-473.9,-60.3694267516
135308,-475.2,-60.5350318471
135408,-474.1,-60.3949044586
135507,-471.3,-60.0382165605
135604,-471.8,-60.101910828
135702,-473.1,-60.2675159236
135802,-474.3,-60.4203821656
135903,-474.2,-60.4076433121
136003,-473.2,-60.2802547771
136103,-475.4,-60.5605095541
136206,-477.2,-60.7898089172
136309,-475,-60.5095541401
136411,-474.7,-60.4713375796
136512,-475.6,-60.5859872611
136614,-474.1,-60.3949044586
136715,-475.4,-60.5605095541
136819,-478,-60.8917197452
136923,-476.1,-60.6496815287
137026,-475.4,-60.5605095541
137130,-477.3,-60.8025477707
137235,-478,-60.8917197452
137341,-478.3,-60.9299363057
137446,-476.7,-60.7261146497
137549,-475.1,-60.5222929936
137651,-475.2,-60.5350318471
137754,-475.7,-60.5987261146
137858,-477.7,-60.8535031847
137966,-481.5,-61.3375796178
138078,-483.8,-61.6305732484
138193,-485.9,-61.898089172
138308,-484.1,-61.6687898089
138420,-482,-61.4012738854
138532,-482.8,-61.5031847134
138644,-482.5,-61.4649681529
138756,-482.5,-61.4649681529
138868,-482,-61.4012738854
138978,-480.3,-61.1847133758
139087,-480.3,-61.1847133758
139197,-481.7,-61.3630573248
139308,-480.9,-61.2611464968
139418,-480.9,-61.2611464968
139530,-482.7,-61.4904458599
139643,-483.7,-61.6178343949
139756,-482.5,-61.4649681529
139868,-481.1,-61.2866242038
139979,-482.4,-61.4522292994
140093,-484.5,-61.7197452229
140207,-483.5,-61.5923566879
140319,-480.6,-61.2229299363
140430,-481.2,-61.2993630573
140542,-482.6,-61.4777070064
140655,-482.2,-61.4267515924
140766,-480.9,-61.2611464968
140876,-479.3,-61.0573248408
140986,-482.2,-61.4267515924
141100,-483.2,-61.5541401274
141212,-481,-61.2738853503
141323,-480.6,-61.2229299363
141434,-482,-61.4012738854
141547,-483,-61.5286624204
141661,-482.3,-61.4394904459
141773,-481.9,-61.3885350318
141885,-481.2,-61.2993630573
141997,-482.1,-61.4140127389
142108,-480.1,-61.1592356688
142218,-479.6,-61.0955414013
142329,-481.1,-61.2866242038
142440,-480.4,-61.1974522293
142551,-481.9,-61.3885350318
142665,-483.4,-61.5796178344
142779,-483.1,-61.5414012739
142893,-482.5,-61.4649681529
143006,-481.5,-61.3375796178
143117,-479.6,-61.0955414013
143227,-480.1,-61.1592356688
143338,-481,-61.2738853503
143450,-481.2,-61.2993630573
143562,-481.2,-61.2993630573
143675,-483.1,-61.5414012739
143790,-484.5,-61.7197452229
143905,-481.4,-61.3248407643
144016,-479,-61.0191082803
144126,-480.4,-61.1974522293
144237,-480.1,-61.1592356688
144346,-477.6,-60.8407643312
144453,-478.1,-60.9044585987
144562,-478.5,-60.9554140127
144671,-479,-61.0191082803
144782,-480.7,-61.2356687898
144894,-481.4,-61.3248407643
145006,-480.6,-61.2229299363
145116,-478.9,-61.0063694268
145226,-479.5,-61.0828025478
145337,-480.3,-61.1847133758
145449,-481.4,-61.3248407643
145563,-483.3,-61.5668789809
145678,-482.5,-61.4649681529
145792,-481.6,-61.3503184713
145905,-482.3,-61.4394904459
146019,-481.5,-61.3375796178
146131,-479.6,-61.0955414013
146242,-479.6,-61.0955414013
146352,-478.8,-60.9936305732
146461,-477.9,-60.8789808917
146570,-478.6,-60.9681528662
146681,-479.6,-61.0955414013
146792,-479.8,-61.1210191083
146903,-479.7,-61.1082802548
147014,-479,-61.0191082803
147124,-479.4,-61.0700636943
147236,-479.8,-61.1210191083
147347,-479.8,-61.1210191083
147459,-480.6,-61.2229299363
147572,-480,-61.1464968153
147684,-479.5,-61.0828025478
147796,-481.2,-61.2993630573
147910,-481.6,-61.3503184713
148025,-482.5,-61.4649681529
148141,-482.4,-61.4522292994
148253,-477.7,-60.8535031847
148362,-476.8,-60.7388535032
148471,-477.9,-60.8789808917
148581,-477.5,-60.8280254777
148691,-478.7,-60.9808917197
148802,-478.7,-60.9808917197
148913,-478,-60.8917197452
149022,-477.4,-60.8152866242
149132,-476.9,-60.7515923567
149241,-477.7,-60.8535031847
149351,-476.8,-60.7388535032
149460,-476.4,-60.6878980892
149569,-477.6,-60.8407643312
149679,-477.5,-60.8280254777
149789,-477.3,-60.8025477707
149899,-477.1,-60.7770700637
150008,-475.7,-60.5987261146
150116,-475.6,-60.5859872611
150224,-476.9,-60.7515923567
150333,-475.7,-60.5987261146
150440,-473.2,-60.2802547771
150545,-473.4,-60.3057324841
150653,-476.2,-60.6624203822
150762,-476.1,-60.6496815287
150868,-472.1,-60.1401273885
150972,-471.3,-60.0382165605
151076,-472.8,-60.2292993631
151181,-473.1,-60.2675159236
151287,-473.1,-60.2675159236
151393,-475,-60.5095541401
151502,-476.2,-60.6624203822
151611,-476,-60.6369426752
151721,-476.1,-60.6496815287
151832,-478.7,-60.9808917197
151945,-479.1,-61.0318471338
152058,-479.1,-61.0318471338
152171,-477.9,-60.8789808917
152283,-478.4,-60.9426751592
152398,-480.7,-61.2356687898
152513,-480.3,-61.1847133758
152628,-479,-61.0191082803
152740,-477.7,-60.8535031847
152852,-476.8,-60.7388535032
152963,-477.9,-60.8789808917
153076,-477.7,-60.8535031847
153188,-478.5,-60.9554140127
153301,-477.9,-60.8789808917
153412,-475.2,-60.5350318471
153523,-477.5,-60.8280254777
153637,-480.2,-61.1719745223
153753,-480.4,-61.1974522293
153868,-478.2,-60.9171974522
153981,-477.5,-60.8280254777
154094,-478.1,-60.9044585987
154207,-477.6,-60.8407643312
154322,-480.6,-61.2229299363
154438,-478.9,-61.0063694268
154551,-475.9,-60.6242038217
154664,-478.8,-60.9936305732
154783,-485.7,-61.872611465
154907,-484.5,-61.7197452229
155029,-482.9,-61.5159235669
155151,-484.7,-61.7452229299
155271,-480,-61.1464968153
155388,-480.1,-61.1592356688
155506,-480.9,-61.2611464968
155625,-482,-61.4012738854
155743,-478.9,-61.0063694268
155861,-481.8,-61.3757961783
155983,-484.8,-61.7579617834
156105,-481.2,-61.2993630573
156225,-482.5,-61.4649681529
156349,-486,-61.9108280255
156473,-482.7,-61.4904458599
156593,-480.5,-61.2101910828
156714,-482.6,-61.4777070064
156835,-482.4,-61.4522292994
156957,-482.7,-61.4904458599
157080,-482.9,-61.5159235669
157202,-482.4,-61.4522292994
157324,-482.9,-61.5159235669
157444,-478.4,-60.9426751592
157560,-477.5,-60.8280254777
157677,-478.8,-60.9936305732
157793,-477.4,-60.8152866242
157909,-477.9,-60.8789808917
158026,-479,-61.0191082803
158140,-473.2,-60.2802547771
158250,-473,-60.2547770701
158359,-471.2,-60.025477707
158469,-474.2,-60.4076433121
158584,-479.8,-61.1210191083
158702,-477.2,-60.7898089172
158815,-473.9,-60.3694267516
158925,-471.2,-60.025477707
159033,-471.8,-60.101910828
159139,-466.8,-59.4649681529
159240,-463.1,-58.9936305732
159340,-465.3,-59.2738853503
159444,-471,-60
159548,-463.7,-59.0700636943
159651,-469.2,-59.7707006369
159757,-469.8,-59.847133758
159865,-470.9,-59.9872611465
159971,-467.3,-59.5286624204
160076,-469.2,-59.7707006369
160184,-472.3,-60.1656050955
160293,-471.8,-60.101910828
160403,-472.5,-60.1910828025
160514,-472.6,-60.2038216561
160626,-476.3,-60.6751592357
160740,-473,-60.2547770701
160851,-474.4,-60.4331210191
160963,-472.7,-60.2165605096
161077,-476.9,-60.7515923567
161192,-476.1,-60.6496815287
161308,-477.2,-60.7898089172
161427,-480,-61.1464968153
161545,-476.6,-60.7133757962
161661,-476.5,-60.7006369427
161776,-474.4,-60.4331210191
161890,-475.7,-60.5987261146
162005,-475.3,-60.5477707006
162117,-471.8,-60.101910828
162227,-471.8,-60.101910828
162336,-469.5,-59.8089171975
162440,-464.9,-59.2229299363
162543,-465.7,-59.3248407643
162649,-471.8,-60.101910828
162759,-470.7,-59.9617834395
162867,-469,-59.7452229299
162976,-471.3,-60.0382165605
163089,-475.7,-60.5987261146
163204,-474.4,-60.4331210191
163318,-474.5,-60.4458598726
163432,-474.2,-60.4076433121
163546,-473.1,-60.2675159236
163660,-475.6,-60.5859872611
163777,-476.6,-60.7133757962
163896,-478.2,-60.9171974522
164016,-478.8,-60.9936305732
164136,-477.7,-60.8535031847
164258,-481.8,-61.3757961783
164385,-483,-61.5286624204
164512,-483.7,-61.6178343949
164642,-484.9,-61.7707006369
164769,-480.9,-61.2611464968
164894,-482,-61.4012738854
165021,-482.9,-61.5159235669
165148,-482,-61.4012738854
165274,-482.1,-61.4140127389
165399,-479.1,-61.0318471338
165522,-480.1,-61.1592356688
165646,-481.2,-61.2993630573
165774,-483.6,-61.6050955414
165903,-483.4,-61.5796178344
166029,-480,-61.1464968153
166155,-482.8,-61.5031847134
166284,-482.5,-61.4649681529
166411,-480.9,-61.2611464968
166537,-482.2,-61.4267515924
166662,-478,-60.8917197452
166785,-479.5,-61.0828025478
166909,-479,-61.0191082803
167035,-482.8,-61.5031847134
167164,-481.6,-61.3503184713
167290,-480,-61.1464968153
167414,-478.6,-60.9681528662
167539,-479.8,-61.1210191083
167664,-479.8,-61.1210191083
167790,-480.3,-61.1847133758
167915,-479.3,-61.0573248408
168039,-477.3,-60.8025477707
168159,-474.7,-60.4713375796
168276,-471.8,-60.101910828
168391,-471.6,-60.076433121
168506,-473.3,-60.2929936306
168623,-472.1,-60.1401273885
168739,-473.5,-60.3184713376
168857,-474.1,-60.3949044586
168974,-471.3,-60.0382165605
169088,-469.7,-59.8343949045
169201,-469.7,-59.8343949045
169314,-469.4,-59.7961783439
169425,-466.5,-59.4267515924
169531,-462.1,-58.8662420382
169638,-466.6,-59.4394904459
169750,-470.4,-59.923566879
169866,-472.8,-60.2292993631
169983,-471.2,-60.025477707
170101,-473.6,-60.3312101911
170221,-475.3,-60.5477707006
170340,-471.7,-60.0891719745
170455,-468.8,-59.7197452229
170568,-467.7,-59.5796178344
170683,-472.5,-60.1910828025
170803,-474.9,-60.4968152866
170922,-471.1,-60.0127388535
171040,-473.5,-60.3184713376
171165,-479.3,-61.0573248408
171289,-473.5,-60.3184713376
171405,-468.4,-59.6687898089
171519,-469.1,-59.7579617834
171638,-476,-60.6369426752
171760,-472.8,-60.2292993631
171880,-474,-60.3821656051
172004,-477.5,-60.8280254777
172132,-479.9,-61.1337579618
172262,-480.5,-61.2101910828
172393,-480.5,-61.2101910828
172522,-476.8,-60.7388535032
172647,-477,-60.7643312102
172774,-477.5,-60.8280254777
172900,-476.7,-60.7261146497
173027,-478,-60.8917197452
173153,-475.5,-60.5732484076
173275,-473,-60.2547770701
173397,-474.3,-60.4203821656
173519,-473.4,-60.3057324841
173642,-474.4,-60.4331210191
173761,-469.4,-59.7961783439
173875,-466,-59.3630573248
173988,-467,-59.4904458599
174105,-472.7,-60.2165605096
174226,-472,-60.127388535
174344,-468.6,-59.6942675159
174459,-467.6,-59.5668789809
174573,-467.2,-59.5159235669
174688,-468,-59.6178343949
174804,-469.1,-59.7579617834
174920,-467,-59.4904458599
175034,-467.6,-59.5668789809
175150,-468.3,-59.6560509554
175266,-468.4,-59.6687898089
175386,-472.5,-60.1910828025
175509,-475,-60.5095541401
175630,-468,-59.6178343949
175746,-467.7,-59.5796178344
175866,-473.5,-60.3184713376
175991,-474.8,-60.4840764331
176117,-474.9,-60.4968152866
176244,-476.9,-60.7515923567
176373,-475.5,-60.5732484076
176501,-476.5,-60.7006369427
176630,-477,-60.7643312102
176759,-476.8,-60.7388535032
176887,-474.7,-60.4713375796
177015,-476.5,-60.7006369427
177142,-474,-60.3821656051
177268,-473.9,-60.3694267516
177393,-472.8,-60.2292993631
177517,-473.1,-60.2675159236
177644,-476,-60.6369426752
177773,-476.2,-60.6624203822
177900,-473.2,-60.2802547771
178026,-474,-60.3821656051
178153,-475.1,-60.5222929936
178283,-477.5,-60.8280254777
178417,-480.8,-61.2484076433
178554,-480.6,-61.2229299363
178691,-481.4,-61.3248407643
178830,-481.8,-61.3757961783
178965,-476.7,-60.7261146497
179093,-472.3,-60.1656050955
179217,-471.6,-60.076433121
179342,-473.7,-60.3439490446
179468,-472.7,-60.2165605096
179590,-468.2,-59.6433121019
179706,-463.5,-59.0445859873
179820,-464.7,-59.1974522293
179939,-470.1,-59.8853503185
180060,-469.8,-59.847133758
180182,-469.9,-59.8598726115
180304,-469.5,-59.8089171975
180426,-470.5,-59.9363057325
180546,-466.1,-59.3757961783
180663,-465.7,-59.3248407643
180780,-465.7,-59.3248407643
180895,-463.8,-59.0828025478
181011,-466.3,-59.4012738854
181132,-471.8,-60.101910828
181259,-473.5,-60.3184713376
181382,-466.8,-59.4649681529
181502,-469.2,-59.7707006369
181626,-472.7,-60.2165605096
181753,-472.3,-60.1656050955
181881,-473.8,-60.3566878981
182011,-475.9,-60.6242038217
182146,-479.4,-61.0700636943
182284,-480.2,-61.1719745223
182421,-477.3,-60.8025477707
182556,-478.2,-60.9171974522
182694,-480.7,-61.2356687898
182830,-476,-60.6369426752
182965,-478.5,-60.9554140127
183102,-478.9,-61.0063694268
183243,-483.8,-61.6305732484
183386,-481,-61.2738853503
183525,-478.2,-60.9171974522
183664,-481.4,-61.3248407643
183807,-481.6,-61.3503184713
183948,-480.9,-61.2611464968
184088,-479.2,-61.0445859873
184229,-481.1,-61.2866242038
184367,-476.7,-60.7261146497
184501,-475.1,-60.5222929936
184641,-484.9,-61.7707006369
184787,-481.8,-61.3757961783
184928,-479.1,-61.0318471338
185069,-481.2,-61.2993630573
185212,-482,-61.4012738854
185354,-479.1,-61.0318471338
185494,-480.3,-61.1847133758
185640,-485,-61.7834394904
185788,-483.6,-61.6050955414
185931,-478.5,-60.9554140127
186071,-480.1,-61.1592356688
186213,-480.6,-61.2229299363
186356,-480.4,-61.1974522293
186499,-481.6,-61.3503184713
186642,-478.8,-60.9936305732
186784,-481.3,-61.3121019108
186927,-480.4,-61.1974522293
187067,-476.9,-60.7515923567
187204,-476.4,-60.6878980892
187343,-479.3,-61.0573248408
187486,-481.7,-61.3630573248
187630,-479.5,-61.0828025478
187770,-477.4,-60.8152866242
187907,-475,-60.5095541401
188042,-475.2,-60.5350318471
188181,-480.3,-61.1847133758
188324,-480.2,-61.1719745223
188467,-479,-61.0191082803
188609,-480.8,-61.2484076433
188752,-478.4,-60.9426751592
188892,-478.2,-60.9171974522
189030,-476.1,-60.6496815287
189165,-473.4,-60.3057324841
189297,-472.5,-60.1910828025
189431,-476.2,-60.6624203822
189568,-475.9,-60.6242038217
189702,-473.6,-60.3312101911
189832,-470,-59.872611465
189961,-471.6,-60.076433121
190092,-473,-60.2547770701
190222,-470.1,-59.8853503185
190348,-467.8,-59.5923566879
190469,-463.2,-59.0063694268
190587,-463,-58.9808917197
190705,-462.6,-58.9299363057
190822,-461.4,-58.7770700637
190934,-456,-58.0891719745
191043,-456.5,-58.152866242
191156,-462.3,-58.8917197452
191276,-465.7,-59.3248407643
191398,-466.8,-59.4649681529
191522,-467.8,-59.5923566879
191647,-468.1,-59.6305732484
191771,-467,-59.4904458599
191895,-467.7,-59.5796178344
192018,-464.8,-59.2101910828
192138,-464,-59.1082802548
192258,-465.2,-59.2611464968
192382,-468.2,-59.6433121019
192509,-470.3,-59.9108280255
192638,-471.3,-60.0382165605
192768,-471.1,-60.0127388535
192895,-467.4,-59.5414012739
193022,-470.4,-59.923566879
193152,-472.7,-60.2165605096
193285,-473.1,-60.2675159236
193421,-476.2,-60.6624203822
193556,-473,-60.2547770701
193687,-469.6,-59.821656051
193816,-470.9,-59.9872611465
193946,-470.9,-59.9872611465
194075,-469.4,-59.7961783439
194201,-466.8,-59.4649681529
194324,-464.5,-59.1719745223
194444,-462.9,-58.9681528662
194565,-465.5,-59.2993630573
194687,-464.5,-59.1719745223
194806,-461.2,-58.7515923567
194926,-466.3,-59.4012738854
195051,-467.2,-59.5159235669
195175,-465.3,-59.2738853503
195298,-464.8,-59.2101910828
195420,-465.5,-59.2993630573
195546,-468.9,-59.7324840764
195676,-471.3,-60.0382165605
195808,-471.8,-60.101910828
195940,-470.8,-59.974522293
196071,-470.5,-59.9363057325
196202,-469.7,-59.8343949045
196332,-470.5,-59.9363057325
196463,-470.5,-59.9363057325
196593,-468.9,-59.7324840764
196722,-468.5,-59.6815286624
196846,-463.2,-59.0063694268
196965,-460.5,-58.6624203822
197086,-465.5,-59.2993630573
197211,-467.4,-59.5414012739
197338,-466.2,-59.3885350318
197462,-465.1,-59.2484076433
197587,-465.6,-59.3121019108
197711,-465.4,-59.2866242038
197833,-462.2,-58.8789808917
197954,-463.3,-59.0191082803
198075,-460.8,-58.7006369427
198192,-459.5,-58.5350318471
198309,-459.2,-58.4968152866
198426,-459.3,-58.5095541401
198542,-458.5,-58.4076433121
198656,-455.6,-58.0382165605
198768,-456.2,-58.1146496815
198881,-454.9,-57.949044586
198992,-454.2,-57.8598726115
199104,-456.7,-58.178343949
199220,-459.5,-58.5350318471
199337,-458.2,-58.3694267516
199452,-456.9,-58.2038216561
199567,-458.3,-58.3821656051
199682,-455.5,-58.025477707
199793,-453.2,-57.7324840764
199904,-454.1,-57.847133758
200015,-452.4,-57.6305732484
200124,-453,-57.7070063694
200236,-454.7,-57.923566879
200345,-449.6,-57.2738853503
200451,-448.3,-57.1082802548
200558,-450.7,-57.4140127389
200666,-451,-57.4522292994
200776,-453,-57.7070063694
200887,-453.1,-57.7197452229
200998,-452.7,-57.6687898089
201109,-451.5,-57.5159235669
201216,-447.3,-56.9808917197
201319,-444.8,-56.6624203822
201423,-447.6,-57.0191082803
201529,-448.5,-57.1337579618
201635,-447.7,-57.0318471338
201742,-449.3,-57.2356687898
201849,-448.2,-57.0955414013
201957,-449.7,-57.2866242038
202065,-447.7,-57.0318471338
202169,-444.7,-56.6496815287
202275,-449.9,-57.3121019108
202386,-451,-57.4522292994
202496,-450.5,-57.3885350318
202607,-450.6,-57.4012738854
202717,-449.4,-57.2484076433
202826,-449,-57.1974522293
202936,-450.2,-57.3503184713
203046,-449.5,-57.2611464968
203155,-447,-56.9426751592
203262,-446.5,-56.8789808917
203370,-449.1,-57.2101910828
203481,-450.4,-57.3757961783
203592,-449.6,-57.2738853503
203704,-451.4,-57.5031847134
203818,-452.5,-57.6433121019
203933,-453.1,-57.7197452229
204049,-453.5,-57.7707006369
204164,-451.1,-57.4649681529
204278,-451.9,-57.5668789809
204394,-454.3,-57.872611465
204512,-453.8,-57.8089171975
204629,-452.4,-57.6305732484
204743,-450.1,-57.3375796178
204857,-451.4,-57.5031847134
204973,-453.7,-57.7961783439
205092,-456,-58.0891719745
205214,-456.8,-58.1910828025
205336,-456.7,-58.178343949
205458,-456.4,-58.1401273885
205582,-458.3,-58.3821656051
205708,-460.1,-58.6114649682
205836,-460.7,-58.6878980892
205965,-461.3,-58.7643312102
206097,-464.3,-59.1464968153
206232,-464.9,-59.2229299363
206366,-462.6,-58.9299363057
206496,-460.9,-58.7133757962
206627,-462.3,-58.8917197452
206759,-462.5,-58.9171974522
206890,-460.2,-58.6242038217
207019,-460.8,-58.7006369427
207149,-460.3,-58.6369426752
207278,-460.4,-58.6496815287
207409,-461.5,-58.7898089172
207540,-460.8,-58.7006369427
207671,-461.4,-58.7770700637
207803,-461.7,-58.8152866242
207933,-459.3,-58.5095541401
208061,-458.8,-58.4458598726
208191,-460.8,-58.7006369427
208319,-456.9,-58.2038216561
208445,-457.6,-58.2929936306
208571,-456.8,-58.1910828025
208696,-456.3,-58.127388535
208821,-456.4,-58.1401273885
208946,-456.1,-58.101910828
209072,-457,-58.2165605096
209195,-453.2,-57.7324840764
209315,-452.1,-57.5923566879
209436,-453.9,-57.821656051
209560,-456.2,-58.1146496815
209686,-457.3,-58.2547770701
209812,-455.8,-58.0636942675
209938,-456.4,-58.1401273885
210062,-453.4,-57.7579617834
210182,-450,-57.3248407643
210300,-450.8,-57.4267515924
210418,-451,-57.4522292994
210538,-452.5,-57.6433121019
210659,-451.8,-57.5541401274
210777,-449,-57.1974522293
210893,-447.9,-57.0573248408
211009,-448.3,-57.1082802548
211127,-450.9,-57.4394904459
211246,-451.1,-57.4649681529
211366,-450.5,-57.3885350318
211485,-450.3,-57.3630573248
211603,-448.8,-57.1719745223
211721,-450.8,-57.4267515924
211842,-452,-57.5796178344
211960,-447.2,-56.9681528662
212075,-447.4,-56.9936305732
212190,-446.1,-56.8280254777
212305,-448.3,-57.1082802548
212422,-447.7,-57.0318471338
212538,-447.5,-57.0063694268
212653,-445.2,-56.7133757962
212766,-445.1,-56.7006369427
212881,-447.8,-57.0445859873
212996,-445.3,-56.7261146497
213109,-444.4,-56.6114649682
213223,-447.2,-56.9681528662
213338,-446,-56.8152866242
213453,-445.5,-56.7515923567
213567,-446.4,-56.8662420382
213684,-447.8,-57.0445859873
213799,-444.1,-56.5732484076
213911,-443.5,-56.4968152866
214024,-444.9,-56.6751592357
214138,-444.4,-56.6114649682
214251,-443.8,-56.5350318471
214364,-443.8,-56.5350318471
214478,-445,-56.6878980892
214592,-444.8,-56.6624203822
214706,-443.5,-56.4968152866
214819,-443,-56.4331210191
214932,-443.6,-56.5095541401
215047,-445.2,-56.7133757962
215161,-443.5,-56.4968152866
215274,-442.5,-56.3694267516
215386,-441.1,-56.1910828025
215497,-440.4,-56.101910828
215608,-442.2,-56.3312101911
215723,-445.3,-56.7261146497
215839,-443.5,-56.4968152866
215955,-445.5,-56.7515923567
216075,-448.4,-57.1210191083
216197,-449,-57.1974522293
216319,-447.3,-56.9808917197
216439,-447.4,-56.9936305732
216560,-447.1,-56.9554140127
216678,-442.8,-56.4076433121
216792,-440.7,-56.1401273885
216904,-440.2,-56.076433121
217018,-441.7,-56.2675159236
217131,-440.7,-56.1401273885
217244,-439.4,-55.974522293
217356,-440.3,-56.0891719745
217470,-440.9,-56.1656050955
217584,-441.3,-56.2165605096
217699,-441.1,-56.1910828025
217817,-447.1,-56.9554140127
217939,-446.2,-56.8407643312
218060,-445,-56.6878980892
218181,-445.7,-56.7770700637
218303,-446.3,-56.8535031847
218426,-447,-56.9426751592
218551,-449.5,-57.2611464968
218681,-453.1,-57.7197452229
218814,-452.9,-57.6942675159
218946,-451.3,-57.4904458599
219076,-451,-57.4522292994
219207,-451.4,-57.5031847134
219339,-452.5,-57.6433121019
219472,-453.5,-57.7707006369
219605,-450.4,-57.3757961783
219738,-453.8,-57.8089171975
219878,-459.5,-58.5350318471
220023,-459.1,-58.4840764331
220167,-458.5,-58.4076433121
220312,-459.7,-58.5605095541
220461,-463,-58.9808917197
220613,-462,-58.8535031847
220761,-459,-58.4713375796
220907,-459.8,-58.5732484076
221058,-463,-58.9808917197
221210,-462.1,-58.8662420382
221363,-462.4,-58.9044585987
221520,-467.4,-59.5414012739
221684,-469.8,-59.847133758
221850,-468.7,-59.7070063694
222015,-468.9,-59.7324840764
222182,-469.8,-59.847133758
222355,-474.9,-60.4968152866
222535,-476.2,-60.6624203822
222711,-471.3,-60.0382165605
222885,-473,-60.2547770701
223062,-474.5,-60.4458598726
223240,-473.7,-60.3439490446
223420,-476.2,-60.6624203822
223605,-478.2,-60.9171974522
223792,-478,-60.8917197452
223979,-477.7,-60.8535031847
224164,-476.6,-60.7133757962
224351,-478.3,-60.9299363057
224536,-475.6,-60.5859872611
224716,-472.4,-60.178343949
224888,-467.8,-59.5923566879
225058,-469.8,-59.847133758
225229,-469.7,-59.8343949045
225399,-467.8,-59.5923566879
225562,-462.5,-58.9171974522
225726,-468.4,-59.6687898089
225900,-472.2,-60.152866242
226072,-467,-59.4904458599
226238,-466.2,-59.3885350318
